"(?i)(page\\snos?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+of\\s+\\d+,?\\s*)?(\\b\\(?(([A-Z]\\.){2,}|civil|criminal|cri?\\.?|crl?\\.?|special|spl\\.?|sc\\.?|jails?|leave|circulars?|orders?|judicials?|cases?|murders?|crimes?|regular|general|assembl(y|ies)|first|second|third|1st|2nd|3rd|\\d+th|misc(\\.?|ellaneous)?|reviews?|letters?|patents?|sessions?|trial|writ(\\.|ten)?|revisions?|compan(y|ies)|original|decrees?|governments?|titles?|incomes?|tax(es?)|motors?|accidents?|appeals?|app\\.|petitions?|suits?|complaints?|applications?|executions?|summar(y|ies)|references?|claims?|A\\.?I\\.?R\\.?|W\\.?P\\.?|W\\.?P\\.\\(?C?\\)?|C\\.?C\\.|C\\.?M\\.?\\(M\\.?\\)|C\\.?A\\.?|C\\.?R\\.?A\\.?|H\\.?C\\.?P\\.?|M\\.?J\\.?C\\.?|R\\.?S\\.?A\\.?|D\\.?D\\.?|A\\.?I\\.?R\\.?|F\\.?A\\.?O\\.?|B\\.?A\\.?|O\\.?S\\.?|O\\.?S\\.?A\\.?|E\\.?P\\.?|C\\.?D\\.?|M\\.?P\\.?|M\\.?A\\.?|S\\.?B\\.?|C\\.?W\\.?|Cr\\.?A\\.?|O\\.?P\\.?|L\\.?P\\.?A\\.?|U\\.?L\\.?P\\.?|C\\.?W\\.?J\\.?C\\.?|M\\.?A\\.?C\\.?P\\.?|D\\.?B\\.?|F\\.?C\\.?O\\.?P\\.?|R\\.?P\\.?|C\\.?M\\.?P\\.?|I\\.?A\\.?|S\\.?T\\.?|T\\.?S\\.?|C\\.?T\\.?S\\.?|S\\.?C\\.?R\\.?|C\\.?R\\.?A\\.?|M\\.?A\\.?C\\.?T\\.?O\\.?P\\.?|M\\.?C\\.?O\\.?P\\.?|M\\.?A\\.?T\\.?|M\\.?A\\.?C\\.?T\\.?|M\\.?A\\.?C\\.?A\\.?|B\\.?C\\.?C\\.?C\\.?|A\\.?S\\.?|G\\.?O\\.?|G\\.?A\\.?|O\\.?J\\.?C\\.?|A\\.?P\\.?E\\.?A\\.?L\\.?|P\\.?L\\.?J\\.?R\\.?|S\\.?C\\.?|S\\.?L\\.?P\\.?|I\\.?L\\.?R\\.?|S\\.?B\\.?|C\\.?As\\.?)\\)?\\-?\\s*)+(((\\s*nos?\\.?)(\\s*:)?[,;]?\\-?\\s*(and|&|to)?\\s*([A-Z]+-)?\\d+(-\\d+)?(-[A-Z]+)?(/\\d+)*(\\s*\\([^\\(\\)]*\\)|[^\\s\\d,\\.;][A-Za-z\\-]+?\\b)?)(\\s+of\\s*\\d+)?(?!=\\s+\\d+\\.))+([,;]?\\s+page\\snos?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+of\\s+\\d+)?"	0.65	0.50
"(?i)(page\\snos?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+of\\s+\\d+,?\\s*)?(\\b\\(?((i\\.[^e]\\.([A-Z]\\.)*|e\\.[^g]\\.([A-Z]\\.)*|([A-DF-HJ-Z]\\.){2,})|civil|criminal|cri?\\.?|crl?\\.?|special|spl\\.?|sc\\.?|jails?|leave|circulars?|orders?|judicials?|cases?|murders?|crimes?|regular|general|assembl(y|ies)|first|second|third|1st|2nd|3rd|\\d+th|misc(\\.?|ellaneous)?|reviews?|letters?|patents?|sessions?|trial|writ(\\.|ten)?|revisions?|compan(y|ies)|original|decrees?|governments?|titles?|incomes?|tax(es?)|motors?|accidents?|appeals?|app\\.|petitions?|suits?|complaints?|applications?|executions?|summar(y|ies)|references?|claims?|A\\.?I\\.?R\\.?|W\\.?P\\.?|W\\.?P\\.\\(?C?\\)?|C\\.?C\\.|C\\.?M\\.?\\(M\\.?\\)|C\\.?A\\.?|C\\.?R\\.?A\\.?|H\\.?C\\.?P\\.?|M\\.?J\\.?C\\.?|R\\.?S\\.?A\\.?|D\\.?D\\.?|A\\.?I\\.?R\\.?|F\\.?A\\.?O\\.?|B\\.?A\\.?|O\\.?S\\.?|O\\.?S\\.?A\\.?|E\\.?P\\.?|C\\.?D\\.?|M\\.?P\\.?|M\\.?A\\.?|S\\.?B\\.?|C\\.?W\\.?|Cr\\.?A\\.?|O\\.?P\\.?|L\\.?P\\.?A\\.?|U\\.?L\\.?P\\.?|C\\.?W\\.?J\\.?C\\.?|M\\.?A\\.?C\\.?P\\.?|D\\.?B\\.?|F\\.?C\\.?O\\.?P\\.?|R\\.?P\\.?|C\\.?M\\.?P\\.?|I\\.?A\\.?|S\\.?T\\.?|T\\.?S\\.?|C\\.?T\\.?S\\.?|S\\.?C\\.?R\\.?|C\\.?R\\.?A\\.?|M\\.?A\\.?C\\.?T\\.?O\\.?P\\.?|M\\.?C\\.?O\\.?P\\.?|M\\.?A\\.?T\\.?|M\\.?A\\.?C\\.?T\\.?|M\\.?A\\.?C\\.?A\\.?|B\\.?C\\.?C\\.?C\\.?|A\\.S\\.?|G\\.?O\\.?|G\\.?A\\.?|O\\.?J\\.?C\\.?|A\\.?P\\.?E\\.?A\\.?L\\.?|P\\.?L\\.?J\\.?R\\.?|S\\.?C\\.?|S\\.?L\\.?P\\.?|I\\.?L\\.?R\\.?|S\\.?B\\.?|C\\.?As\\.?)\\)?\\-?\\s*)+(((\\s*nos?\\.?)(\\s*:)?[,;]?\\-?\\s*(and|&|to)?\\s*([A-Z]+-)?\\d+(-\\d+)?(-[A-Z]+)?(/\\d+)*(\\s*\\([^\\(\\)]*\\)|[^\\s\\d,\\.;][A-Za-z\\-]+?\\b)?)(\\s+of\\s*\\d+)?(?!=\\s+\\d+\\.))+([,;]?\\s+page\\snos?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+of\\s+\\d+)?"	0.66	0.51
"(?i)(page\\snos?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+of\\s+\\d+,?\\s*)?(\\b\\(?((i\\.[^e]\\.([A-Z]\\.)*|e\\.[^g]\\.([A-Z]\\.)*|([A-DF-HJ-Z]\\.){2,})|civil|criminal|cri?\\.?|crl?\\.?|special|spl\\.?|sc\\.?|jails?|leave|circulars?|orders?|judicials?|cases?|murders?|crimes?|regular|general|assembl(y|ies)|first|second|third|1st|2nd|3rd|\\d+th|misc(\\.?|ellaneous)?|reviews?|letters?|patents?|sessions?|trial|writ(\\.|ten)?|revisions?|compan(y|ies)|original|decrees?|governments?|titles?|incomes?|tax(es?)|motors?|accidents?|appeals?|app\\.|petitions?|suits?|complaints?|applications?|executions?|summar(y|ies)|references?|claims?|A\\.?I\\.?R\\.?|W\\.?P\\.?|W\\.?P\\.\\(?C?\\)?|C\\.?C\\.|C\\.?M\\.?\\(M\\.?\\)|O\\.?A\\.?A\\.?|C\\.?A\\.?|C\\.?R\\.?A\\.?|H\\.?C\\.?P\\.?|M\\.?J\\.?C\\.?|R\\.?S\\.?A\\.?|D\\.?D\\.?|A\\.?I\\.?R\\.?|F\\.?A\\.?O\\.?|B\\.?A\\.?|O\\.?S\\.?|O\\.?S\\.?A\\.?|E\\.?P\\.?|C\\.?D\\.?|M\\.?P\\.?|M\\.?A\\.?|S\\.?B\\.?|C\\.?W\\.?|Cr\\.?A\\.?|O\\.?P\\.?|L\\.?P\\.?A\\.?|U\\.?L\\.?P\\.?|C\\.?W\\.?J\\.?C\\.?|M\\.?A\\.?C\\.?P\\.?|D\\.?B\\.?|F\\.?C\\.?O\\.?P\\.?|R\\.?P\\.?|C\\.?M\\.?P\\.?|I\\.?A\\.?|S\\.?T\\.?|T\\.?S\\.?|C\\.?T\\.?S\\.?|S\\.?C\\.?R\\.?|C\\.?R\\.?A\\.?|M\\.?A\\.?C\\.?T\\.?O\\.?P\\.?|M\\.?C\\.?O\\.?P\\.?|M\\.?A\\.?T\\.?|M\\.?A\\.?C\\.?T\\.?|M\\.?A\\.?C\\.?A\\.?|B\\.?C\\.?C\\.?C\\.?|A\\.S\\.?|G\\.?O\\.?|G\\.?A\\.?|O\\.?J\\.?C\\.?|A\\.?P\\.?E\\.?A\\.?L\\.?|P\\.?L\\.?J\\.?R\\.?|S\\.?C\\.?|S\\.?L\\.?P\\.?|I\\.?L\\.?R\\.?|S\\.?B\\.?|C\\.?As\\.?)\\)?\\-?\\s*)+(((\\s*nos?\\.?)(\\s*:)?[,;]?\\-?\\s*(and|&|to)?\\s*([A-Z]+-)?\\d+(-\\d+)?(-[A-Z]+)?(/\\d+)*(\\s*\\([^\\(\\)]*\\)|[^\\s\\d,\\.;][A-Za-z\\-]+?\\b)?)(\\s+of\\s*\\d+)?)+([,;]?\\s+page\\snos?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+of\\s+\\d+)?"	0.67	0.52
"([pP]age\\s[nN]os?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+[oO][fF]\\s+\\d+,?\\s*)?(\\b\\(?((I\\.[^E]\\.([A-Z]\\.)*|E\\.[^G]\\.([A-Z]\\.)*|([A-DF-HJ-Z]\\.){2,})|[A-Z]{2,}|[cC]ivil|[cC]riminal|[cC]ri?\\.?|[cC]rl?\\.?|[sS]pecial|[sS]pl\\.?|[sS]c\\.?|[jJ]ails?|[lL]eave|[cC]irculars?|[oO]rders?|[jJ]udicials?|[cC]ases?|[mM]urders?|[cC]rimes?|[rR]egular|[gG]eneral|[aA]ssembl(y|ies)|[fF]irst|[sS]econd|[tT]hird|1st|2nd|3rd|\\d+th|[mM]isc(\\.?|ellaneous)?|[rR]eviews?|[lL]etters?|[pP]atents?|[sS]essions?|[tT]rial|[wW]rit(\\.|ten)?|[rR]evisions?|[cC]ompan(y|ies)|[oO]riginal|[dD]ecrees?|[gG]overnments?|[tT]itles?|[iI]ncomes?|[tT]ax(es?)|[mM]otors?|[aA]ccidents?|[aA]ppeals?|[aA]pp\\.|[pP]etitions?|[sS]uits?|[cC]omplaints?|[aA]pplications?|[eE]xecutions?|[sS]ummar(y|ies)|[rR]eferences?|[cC]laims?)\\)?\\-?\\s*)+(((\\s*[nN][oO][sS]?\\.?)(\\s*:)?[,;]?\\-?\\s*([aA]nd|&|[tT]o)?\\s*([A-Z]+-)?\\d+(-\\d+)?(-[A-Z]+)?(/\\d+)*(\\s*\\([^\\(\\)]*\\)|[^\\s\\d,\\.;][A-Za-z\\-]+?\\b)?)(\\s+[oO][fF]\\s*\\d+)?)+([,;]?\\s+[pP]age\\s[nN][oO][sS]?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+[oO][fF]\\s+\\d+)?"	0.59	0.54
"([pP]age\\s[nN]os?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+[oO][fF]\\s+\\d+,?\\s*)?(\\b\\(?((I\\.[^E]\\.([A-Z]\\.)*|E\\.[^G]\\.([A-Z]\\.)*|([A-DF-HJ-Z]\\.){2,})|[A-Z]{2,4}|[cC]ivil|[cC]riminal|[cC]ri?\\.?|[cC]rl?\\.?|[sS]pecial|[sS]pl\\.?|[sS]c\\.?|[jJ]ails?|[lL]eave|[cC]irculars?|[oO]rders?|[jJ]udicials?|[cC]ases?|[mM]urders?|[cC]rimes?|[rR]egular|[gG]eneral|[aA]ssembl(y|ies)|[fF]irst|[sS]econd|[tT]hird|1st|2nd|3rd|\\d+th|[mM]isc(\\.?|ellaneous)?|[rR]eviews?|[lL]etters?|[pP]atents?|[sS]essions?|[tT]rial|[wW]rit(\\.|ten)?|[rR]evisions?|[cC]ompan(y|ies)|[oO]riginal|[dD]ecrees?|[gG]overnments?|[tT]itles?|[iI]ncomes?|[tT]ax(es?)|[mM]otors?|[aA]ccidents?|[aA]ppeals?|[aA]pp\\.|[pP]etitions?|[sS]uits?|[cC]omplaints?|[aA]pplications?|[eE]xecutions?|[sS]ummar(y|ies)|[rR]eferences?|[cC]laims?)\\)?\\-?\\s*)+(((\\s*[nN][oO][sS]?\\.?)(\\s*:)?[,;]?\\-?\\s*([aA]nd|&|[tT]o)?\\s*([A-Z]+-)?\\d+(-\\d+)?(-[A-Z]+)?(/\\d+)*(\\s*\\([^\\(\\)]{,3}\\)|[^\\s\\d,\\.;][A-Za-z\\-]+?\\b)?)(\\s+[oO][fF]\\s*\\d+)?)+([,;]?\\s+[pP]age\\s[nN][oO][sS]?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+[oO][fF]\\s+\\d+)?"	0.60	0.54
"([pP]age\\s[nN]os?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+[oO][fF]\\s+\\d+,?\\s*)?(\\b\\(?((I\\.[^E]\\.([A-Z]\\.){,2}|E\\.[^G]\\.([A-Z]\\.){,2}|([A-DF-HJ-Z][a-z]?\\.){2,})|[A-Z]{2,4}|[cC]ivil|[cC]riminal|[cC]ri?\\.?|[cC]rl?\\.?|[sS]pecial|[sS]pl\\.?|[sS]c\\.?|[jJ]ails?|[lL]eave|[cC]irculars?|[oO]rders?|[jJ]udicials?|[cC]ases?|[mM]urders?|[cC]rimes?|[rR]egular|[gG]eneral|[aA]ssembl(y|ies)|[fF]irst|[sS]econd|[tT]hird|1st|2nd|3rd|\\d+th|[mM]isc(\\.?|ellaneous)?|[rR]eviews?|[lL]etters?|[pP]atents?|[sS]essions?|[tT]rial|[wW]rit(\\.|ten)?|[rR]evisions?|[cC]ompan(y|ies)|[oO]riginal|[dD]ecrees?|[gG]overnments?|[tT]itles?|[iI]ncomes?|[tT]ax(es?)|[mM]otors?|[aA]ccidents?|[aA]ppeals?|[aA]pp\\.|[pP]etitions?|[sS]uits?|[cC]omplaints?|[aA]pplications?|[eE]xecutions?|[sS]ummar(y|ies)|[rR]eferences?|[cC]laims?)\\)?\\-?\\s*)+(((\\s*[nN][oO][sS]?\\.?)(\\s*:)?[,;]?\\-?\\s*([aA]nd|&|[tT]o)?\\s*([A-Z]+-)?\\d+(-\\d+)?(-[A-Z]+)?(/\\d+)*(\\s*\\([^\\(\\)]{,3}\\)|[^\\s\\d,\\.;][A-Za-z\\-]+?\\b)?)(\\s+[oO][fF]\\s*\\d+)?)+([,;]?\\s+[pP]age\\s[nN][oO][sS]?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+[oO][fF]\\s+\\d+)?"	0.60	0.55
"(?i)(page\\snos?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+of\\s+\\d+,?\\s*)?(\\b\\(?((i\\.[^e]\\.([A-Z]\\.)*|e\\.[^g]\\.([A-Z]\\.)*|([A-DF-HJ-Z]\\.){2,})|civil|criminal|cri?\\.?|crl?\\.?|special|spl\\.?|sc\\.?|jails?|leave|circulars?|orders?|judicials?|cases?|murders?|crimes?|regular|general|assembl(y|ies)|first|second|third|1st|2nd|3rd|\\d+th|misc(\\.?|ellaneous)?|reviews?|letters?|patents?|sessions?|trial|writ(\\.|ten)?|revisions?|compan(y|ies)|original|decrees?|governments?|titles?|incomes?|tax(es?)|motors?|accidents?|appeals?|app\\.|petitions?|suits?|complaints?|applications?|executions?|summar(y|ies)|references?|claims?|A\\.?I\\.?R\\.?|W\\.?P\\.?|W\\.?P\\.\\(?C?\\)?|C\\.?C\\.|C\\.?M\\.?\\(M\\.?\\)|O\\.?A\\.?A\\.?|C\\.?A\\.?|C\\.?R\\.?A\\.?|H\\.?C\\.?P\\.?|M\\.?J\\.?C\\.?|R\\.?S\\.?A\\.?|D\\.?D\\.?|A\\.?I\\.?R\\.?|F\\.?A\\.?O\\.?|B\\.?A\\.?|O\\.?S\\.?|O\\.?S\\.?A\\.?|E\\.?P\\.?|C\\.?D\\.?|M\\.?P\\.?|M\\.?A\\.?|S\\.?B\\.?|C\\.?W\\.?|Cr\\.?A\\.?|O\\.?P\\.?|L\\.?P\\.?A\\.?|U\\.?L\\.?P\\.?|C\\.?W\\.?J\\.?C\\.?|M\\.?A\\.?C\\.?P\\.?|D\\.?B\\.?|F\\.?C\\.?O\\.?P\\.?|R\\.?P\\.?|C\\.?M\\.?P\\.?|I\\.?A\\.?|S\\.?T\\.?|T\\.?S\\.?|C\\.?T\\.?S\\.?|S\\.?C\\.?R\\.?|C\\.?R\\.?A\\.?|M\\.?A\\.?C\\.?T\\.?O\\.?P\\.?|M\\.?C\\.?O\\.?P\\.?|M\\.?A\\.?T\\.?|M\\.?A\\.?C\\.?T\\.?|M\\.?A\\.?C\\.?A\\.?|B\\.?C\\.?C\\.?C\\.?|A\\.S\\.?|G\\.?O\\.?|G\\.?A\\.?|O\\.?J\\.?C\\.?|A\\.?P\\.?E\\.?A\\.?L\\.?|P\\.?L\\.?J\\.?R\\.?|S\\.?C\\.?|S\\.?L\\.?P\\.?|I\\.?L\\.?R\\.?|S\\.?B\\.?|C\\.?As\\.?)\\)?\\-?\\s*)+(((\\s*nos?\\.?)(\\s*:)?[,;]?\\-?\\s*(and|&|to)?\\s*([A-Z]+-)?\\d+(-\\d+)?(-[A-Z]+)?(/\\d+)*(\\s*\\([^\\(\\)]*\\)|[^\\s\\d,\\.;][A-Za-z\\-]+?\\b)?)(\\s+of\\s*\\d+)?)+([,;]?\\s+page\\snos?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+of\\s+\\d+)?"	[BACKUP OF V1, 0.67	0.52]
"([pP]age\\s[nN]os?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+[oO][fF]\\s+\\d+,?\\s*)?(\\(?((I\\.[^E]\\.([A-Z]\\.){,2}|E\\.[^G]\\.([A-Z]\\.){,2}|([A-DF-HJ-Z][a-z]?\\.){2,})|[A-Z]{1,4}|(?<=\\D)[12][890]\\d{2}(?=\\D)|[cC]ivil|[cC]riminal|[cC]ri?\\.?|[cC]rl?\\.?|[sS]pecial|[sS]pl\\.?|[sS]c\\.?|[jJ]ails?|[lL]eave|[cC]irculars?|[oO]rders?|[jJ]udicials?|[cC]ases?|[mM]urders?|[cC]rimes?|[rR]egular|[gG]eneral|[aA]ssembl(y|ies)|[fF]irst|[sS]econd|[tT]hird|1st|2nd|3rd|\\d+th|[mM]isc(\\.?|ellaneous)?|[rR]eviews?|[lL]etters?|[pP]atents?|[sS]essions?|[tT]rial|[wW]rit(\\.|ten)?|[rR]evisions?|[rR]evn\\.|@|[rR]ent|[nN]otfn\\.|[nN]otifications?|[rR]esolutions?|[rR]evenues?|[oO]rdinances?|[nN]otices?\\s[oO]f|[mM]otions?|[mM]atters?|[bB]ails?|[iI]dentifications?|[cC]orruptions?|[dD]ivisions?|[cC]ompan(y|ies)|[oO]riginal|[dD]ecrees?|[gG]overnments?|[tT]itles?|[iI]ncomes?|[tT]ax(es?)|[mM]otors?|[aA]ccidents?|[aA]ppeals?|[aA]pp(ln)?\\.|[pP]etitions?|[sS]uits?|[cC]omplaints?|[aA]pplications?|[eE]xecutions?|[sS]ummar(y|ies)|[rR]eferences?|[cC]laims?)\\)?\\-?\\s*)+(((\\s*[nN][oO][sS]?\\.?)(\\s*:)?[,;]?\\-?\\s*([aA]nd|&|[tT]o)?\\s*([A-Z]+-)?\\d+(-\\d+)?(-[A-Z]+)?(/\\d+)*(\\s*\\([^\\(\\)]{,3}\\)|[^\\s\\d,\\.;][A-Za-z\\-]+?\\b)?)(\\s+[oO][fF]\\s*\\d+)?)+([,;]?\\s+[pP]age\\s[nN][oO][sS]?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+[oO][fF]\\s+\\d+)?"	[BACKUP OF V2 (BUGGY)]
"([pP]age\\s[nN]os?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+[oO][fF]\\s+\\d+,?\\s*)?(\\b\\(?((I\\.[^E]\\.([A-Z]\\.){,2}|E\\.[^G]\\.([A-Z]\\.){,2}|([A-DF-HJ-Z][a-z]?\\.){2,})|[A-Z]{2,4}|[cC]ivil|[cC]riminal|[cC]ri?\\.?|[cC]rl?\\.?|[sS]pecial|[sS]pl\\.?|[sS]c\\.?|[jJ]ails?|[lL]eave|[cC]irculars?|[oO]rders?|[jJ]udicials?|[cC]ases?|[mM]urders?|[cC]rimes?|[rR]egular|[gG]eneral|[aA]ssembl(y|ies)|[fF]irst|[sS]econd|[tT]hird|1st|2nd|3rd|\\d+th|[mM]isc(\\.?|ellaneous)?|[rR]eviews?|[lL]etters?|[pP]atents?|[sS]essions?|[tT]rial|[wW]rit(\\.|ten)?|[rR]evisions?|[rR]evn\\.|@|[rR]ent|[nN]otfn\\.|[nN]otifications?|[rR]esolutions?|[rR]evenues?|[oO]rdinances?|[nN]otices?\\s[oO]f|[mM]otions?|[mM]atters?|[bB]ails?|[iI]dentifications?|[cC]orruptions?|[dD]ivisions?|[cC]ompan(y|ies)|[oO]riginal|[dD]ecrees?|[gG]overnments?|[tT]itles?|[iI]ncomes?|[tT]ax(es?)|[mM]otors?|[aA]ccidents?|[aA]ppeals?|[aA]pp(ln)?\\.|[pP]etitions?|[sS]uits?|[cC]omplaints?|[aA]pplications?|[eE]xecutions?|[sS]ummar(y|ies)|[rR]eferences?|[cC]laims?)\\)?\\-?\\s*)+(((\\s*[nN][oO][sS]?\\.?)(\\s*:)?[,;]?\\-?\\s*([aA]nd|&|[tT]o)?\\s*([A-Z]+-)?\\d+(-\\d+)?(-[A-Z]+)?(/\\d+)*(\\s*\\([^\\(\\)]{,3}\\)|[^\\s\\d,\\.;][A-Za-z\\-]+?\\b)?)(\\s+[oO][fF]\\s*\\d+)?)+([,;]?\\s+[pP]age\\s[nN][oO][sS]?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+[oO][fF]\\s+\\d+)?"	[V2 AFTER RECOVERY, 0.59	0.56]
"([pP]age\\s[nN]os?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+[oO][fF]\\s+\\d+,?\\s*)?(\\b((I\\.[^E]\\.([A-Z]\\.){,2}|E\\.[^G]\\.([A-Z]\\.){,2}|([A-DF-HJ-Z][a-z]?\\.){2,})|[A-Z]{1,4}|(?<=\\D)([12][890]\\d{2}|\\([12][890]\\d{2}\\)|\\[[12][890]\\d{2}\\])(?=\\D)|[cC]ivil|[cC]riminal|[cC]ri?\\.?|[cC]rl?\\.?|[sS]pecial|[sS]pl\\.?|[sS]c\\.?|[jJ]ails?|[lL]eave|[cC]irculars?|[oO]rders?|[jJ]udicials?|[cC]ases?|[mM]urders?|[cC]rimes?|[rR]egular|[gG]eneral|[aA]ssembl(y|ies)|[fF]irst|[sS]econd|[tT]hird|1st|2nd|3rd|\\d+th|[mM]isc(\\.?|ellaneous)?|[rR]eviews?|[lL]etters?|[pP]atents?|[sS]essions?|[tT]rial|[wW]rit(\\.|ten)?|[rR]evisions?|[rR]evn\\.|@|[rR]ent|[nN]otfn\\.|[nN]otifications?|[rR]esolutions?|[rR]evenues?|[oO]rdinances?|[nN]otices?\\s[oO]f|[mM]otions?|[mM]atters?|[bB]ails?|[iI]dentifications?|[cC]orruptions?|[dD]ivisions?|[cC]ompan(y|ies)|[oO]riginal|[dD]ecrees?|[gG]overnments?|[tT]itles?|[iI]ncomes?|[tT]ax(es?)|[mM]otors?|[aA]ccidents?|[aA]ppeals?|[aA]pp(ln)?\\.|[pP]etitions?|[sS]uits?|[cC]omplaints?|[aA]pplications?|[eE]xecutions?|[sS]ummar(y|ies)|[rR]eferences?|[cC]laims?)\\-?\\s*)+(((\\s*[nN][oO][sS]?\\.?)(\\s*:)?[,;]?\\-?\\s*([aA]nd|&|[tT]o)?\\s*([A-Z]+-)?\\d+(-\\d+)?(-[A-Z]+)?(/\\d+)*(\\s*\\([^\\(\\)]{,3}\\)|[^\\s\\d,\\.;][A-Za-z\\-]+?\\b)?)(\\s+[oO][fF]\\s*\\d+)?)+([,;]?\\s+[pP]age\\s[nN][oO][sS]?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+[oO][fF]\\s+\\d+)?"	0.60	0.56
"([pP]age\\s[nN]os?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+[oO][fF]\\s+\\d+,?\\s*)?(\\b((I\\.[^E]\\.([A-Z]\\.){,2}|E\\.[^G]\\.([A-Z]\\.){,2}|([A-DF-HJ-Z][a-z]?\\.){2,})|[A-Z]{1,4}|(?<=\\D)([12][890]\\d{2}|\\([12][890]\\d{2}\\)|\\[[12][890]\\d{2}\\])(?=\\D)|(\\(.\\)|\\[.\\])|[cC]ivil|[cC]riminal|[cC]ri?\\.?|[cC]rl?\\.?|[sS]pecial|[sS]pl\\.?|[sS]c\\.?|[jJ]ails?|[lL]eave|[cC]irculars?|[oO]rders?|[jJ]udicials?|[cC]ases?|[mM]urders?|[cC]rimes?|[rR]egular|[gG]eneral|[aA]ssembl(y|ies)|[fF]irst|[sS]econd|[tT]hird|1st|2nd|3rd|\\d+th|[mM]isc(\\.?|ellaneous)?|[rR]eviews?|[lL]etters?|[pP]atents?|[sS]essions?|[tT]rial|[wW]rit(\\.|ten)?|[rR]evisions?|[rR]evn\\.|@|[rR]ent|[nN]otfn\\.|[nN]otifications?|[rR]esolutions?|[rR]evenues?|[oO]rdinances?|[nN]otices?\\s[oO]f|[mM]otions?|[mM]atters?|[bB]ails?|[iI]dentifications?|[cC]orruptions?|[dD]ivisions?|[cC]ompan(y|ies)|[oO]riginal|[dD]ecrees?|[gG]overnments?|[tT]itles?|[iI]ncomes?|[tT]ax(es?)|[mM]otors?|[aA]ccidents?|[aA]ppeals?|[aA]pp(ln)?\\.|[pP]etitions?|[sS]uits?|[cC]omplaints?|[aA]pplications?|[eE]xecutions?|[sS]ummar(y|ies)|[rR]eferences?|[cC]laims?)\\-?\\s*)+(([,;]?\\-?\\s*([aA]nd|&|[tT]o)?(\\s*[nN][oO][sS]?\\.?)(\\s*:)?\\s*([A-Z]+-)?\\d+(-\\d+)?(-[A-Z]+)?(/\\d+)*(\\s*\\([^\\(\\)]{,3}\\)|[^\\s\\d,\\.;][A-Za-z\\-]+?\\b)?)(\\s+[oO][fF]\\s*\\d+)?)+([,;]?\\s+[pP]age\\s[nN][oO][sS]?\\.?\\s+\\d+([/:\\-]\\d+)?\\s+[oO][fF]\\s+\\d+)?"	0.60	0.56
